,Make,Model,Year,Variant,Kms,Price,Doors,Kind,Location
3698,Volkswagen,vento,2011,2.0 T Fsi Elegance,94000,375000,4.0,sedan,Bs.as. G.b.a. Norte
3699,Volkswagen,saveiro,2016,1.6 Gp Cd 101cv Pack High,38000,290000,2.0,pick_up,Bs.as. G.b.a. Oeste
3700,Volkswagen,bora,2013,2.0 Trendline 115cv Tiptronic,100000,250000,4.0,sedan,Bs.as. G.b.a. Norte
3701,Volkswagen,vento,2013,2.5 Luxury 170cv,91000,365000,4.0,sedan,Capital Federal
3702,Volkswagen,vento,2013,2.0 Luxury I 140cv Dsg,96000,450000,4.0,sedan,Bs.as. G.b.a. Oeste
3703,Ford,fiesta,2015,1.6 One Edge Plus 98cv,71100,280000,5.0,hatchback,Corrientes
3704,Volkswagen,bora,2013,2.0 Trendline 115cv,76000,275000,4.0,sedan,Bs.as. G.b.a. Oeste
3705,Ford,focus_ii,2011,1.6 Trend Sigma,122000,270000,5.0,hatchback,Buenos Aires Interior
3706,Honda,fit,2011,1.4 Lx-l Mt 100cv,68000,260000,5.0,hatchback,Bs.as. G.b.a. Sur
3707,Volkswagen,vento,2015,2.5 Luxury 170cv Tiptronic,54000,479990,4.0,sedan,Capital Federal
3708,Ford,focus_ii,2011,1.6 Style Sigma,102000,220000,5.0,hatchback,Buenos Aires Interior
3709,Ford,fiesta_kinetic_design,2014,1.6 Se Plus 120cv,50000,345000,5.0,hatchback,Bs.as. G.b.a. Sur
3710,Mercedes Benz,clase_e,2011,3.5 E350 Avantgarde Sport,78067,34000,4.0,sedan,Bs.as. G.b.a. Oeste
3711,Mercedes Benz,sprinter,2014,2.1 415 3665 Te Mixto 4+1 Silver,49534,29000,2.0,furgon,Capital Federal
3712,Honda,city,2012,1.5 Ex-l At 120cv,97000,230000,4.0,sedan,Capital Federal
3713,Volkswagen,voyage,2014,1.6 Comfortline 101cv Abcp Abs,40000,240000,4.0,sedan,Mendoza
3714,Volkswagen,amarok,2014,2.0 Cd Tdi 180cv 4x4 Trendline At,120000,570000,4.0,pick_up,Bs.as. Costa Atlántica
3715,Ford,ecosport,2014,1.6 Se 110cv 4x2,72000,360000,5.0,suv,Bs.as. G.b.a. Sur
3716,Volkswagen,suran,2011,1.6 Comfortline 101cv 11a,72000,195900,5.0,minivan,Bs.as. G.b.a. Norte
3717,Volkswagen,suran,2014,1.6 Highline 101cv,68000,319999,5.0,minivan,Bs.as. G.b.a. Oeste
3718,Ford,fiesta_kinetic_design,2011,1.6 Design 120cv Titanium,85000,240000,5.0,hatchback,Bs.as. G.b.a. Norte
3719,Volkswagen,amarok,2014,2.0 Cd Tdi 180cv 4x2 Trendline B33,72000,640000,4.0,pick_up,Bs.as. G.b.a. Sur
3720,Volkswagen,golf,2015,1.6 Trendline,57000,520000,5.0,hatchback,Capital Federal
3721,Volkswagen,gol_trend,2012,1.6 Pack Iii 101cv I-motion,93000,210000,5.0,hatchback,Capital Federal
3722,Volkswagen,vento,2014,2.5 Luxury 170cv Tiptronic,54200,459800,4.0,sedan,Capital Federal
3723,Ford,ecosport,2014,1.6 Titanium 110cv 4x2,60000,295000,5.0,suv,Capital Federal
3724,Ford,focus_iii,2016,2.0 Se Plus At6,19000,581000,5.0,hatchback,Capital Federal
3725,Ford,ranger,2013,3.2 Cd 4x4 Limited Ci,125000,580000,4.0,pick_up,Neuquén
3726,Ford,ka,2012,1.0 Fly Viral 63cv,71119,155000,3.0,hatchback,Buenos Aires Interior
3727,Volkswagen,gol_trend,2014,1.6 Pack Ii Ll Alt 101cv,51000,225000,5.0,hatchback,Bs.as. G.b.a. Sur
3728,Ford,focus_iii,2014,2.0 Se,88000,365000,5.0,hatchback,Chubut
3729,Volkswagen,amarok,2013,2.0 Cd Tdi 140cv 4x2 Startline,73000,450000,4.0,pick_up,Bs.as. G.b.a. Norte
3730,Volkswagen,suran,2011,1.6 Highline 101cv 11c,75000,199900,5.0,minivan,Capital Federal
3731,Ford,focus_iii,2014,1.6 Sedan S,60000,325500,4.0,sedan,Bs.as. G.b.a. Sur
3732,Volkswagen,amarok,2016,2.0 Cd Tdi 140cv 4x2 Startline,65500,660000,4.0,pick_up,Bs.as. G.b.a. Norte
3733,Ford,fiesta,2013,1.6 One Ambiente 98cv,39000,170000,5.0,hatchback,Bs.as. G.b.a. Sur
3734,Volkswagen,fox,2015,1.6 Confortline Saf,57000,290000,5.0,hatchback,Capital Federal
3735,Ford,focus_iii,2014,2.0 Se Plus Mt,38000,344000,5.0,hatchback,Bs.as. G.b.a. Oeste
3736,Volkswagen,scirocco,2014,1.4 Tsi 160cv Dsg,70000,530000,2.0,coupe,Córdoba
3737,Volkswagen,gol_trend,2013,1.6 Pack Iii 101cv I-motion,40000,225000,5.0,hatchback,Bs.as. G.b.a. Oeste
3738,Volkswagen,vento,2011,2.0 Sportline Tsi 200cv Dgs,101800,385000,4.0,sedan,Capital Federal
3739,Volkswagen,bora,2013,1.8 Highline T Tiptronic Cuero,51000,289800,4.0,sedan,Bs.as. G.b.a. Sur
3740,Volkswagen,vento,2014,2.0 Sportline Tsi 200cv Bi-xenon,45000,500000,4.0,sedan,Bs.as. G.b.a. Oeste
3741,Ford,fiesta_kinetic_design,2014,1.6 Se 120cv,63000,330000,5.0,hatchback,Capital Federal
3742,Ford,fiesta_kinetic_design,2018,1.6 Sedan Titanium 120cv,14000,500000,4.0,sedan,Capital Federal
3743,Volkswagen,voyage,2011,1.6 Comfortline 101cv,88000,190000,4.0,sedan,Capital Federal
3744,Ford,ka,2011,1.0 Fly Viral Usb/bluetooth,65000,148000,3.0,hatchback,Córdoba
3745,Ford,focus_iii,2013,2.0 Sedan Titanium At6,85000,398000,4.0,sedan,Bs.as. G.b.a. Norte
3746,Volkswagen,gol_trend,2014,1.6 Pack Iii 101cv,40000,244900,5.0,hatchback,Capital Federal
3747,Volkswagen,tiguan_allspace,2018,2.0 Tsi Highline Dsg,16000,45000,5.0,suv,Buenos Aires Interior
3748,Ford,ka,2013,1.6 Pulse Top 95cv,60000,195000,3.0,hatchback,Santiago Del Estero
3749,Volkswagen,crossfox,2012,1.6 Comfortline,85000,194900,5.0,hatchback,Bs.as. G.b.a. Oeste
3750,Volkswagen,crossfox,2012,1.6 Trendline,120000,250000,5.0,hatchback,Bs.as. G.b.a. Norte
3751,Ford,focus_iii,2013,2.0 Sedan Se,59500,350000,4.0,sedan,Capital Federal
3752,Volkswagen,gol,2013,1.4 Power 83cv 3 p,56000,155000,3.0,hatchback,Bs.as. G.b.a. Oeste
3753,Volkswagen,passat,2011,2.0 Tsi Exclusive Dsg,95000,410000,4.0,sedan,Bs.as. G.b.a. Norte
3754,Ford,focus_iii,2014,1.6 S,77000,310000,5.0,hatchback,Santa Fe
3755,Ford,focus_iii,2015,2.0 Se,75000,437000,5.0,hatchback,Buenos Aires Interior
3756,Ford,ranger,2014,3.2 Cd 4x2 Xlt Tdci 200cv,99000,550000,4.0,pick_up,Bs.as. G.b.a. Sur
3757,Volkswagen,bora,2011,1.8 Highline T 180cv Cuero,69800,275000,4.0,sedan,Bs.as. G.b.a. Oeste
3758,Ford,fiesta_kinetic_design,2013,1.6 Design Sedan 120cv Trend Plus,60000,245000,4.0,sedan,Buenos Aires Interior
3759,Ford,focus_iii,2014,2.0 Sedan Se Plus At6,100000,285000,4.0,sedan,Bs.as. G.b.a. Norte
3760,Volkswagen,suran,2011,1.6 Imotion Trendline 11b,83000,205000,5.0,minivan,Mendoza
3761,Ford,ka,2013,1.0 Fly Viral 63cv,47000,170000,3.0,hatchback,Mendoza
3762,Mercedes Benz,clase_c,2013,1.8 C250 Coupe Sport B.efficiency At,23000,35000,4.0,sedan,Capital Federal
3763,Volkswagen,saveiro,2013,1.6 Cs 101cv Aa+dh,78300,230000,2.0,pick_up,Buenos Aires Interior
3764,Volkswagen,gol_trend,2014,1.6 Pack Iii 101cv I-motion,34980,275000,5.0,hatchback,Bs.as. G.b.a. Sur
3765,Volkswagen,amarok,2015,2.0 Cd Tdi 180cv 4x4 Highline C34,120000,759000,4.0,pick_up,Bs.as. G.b.a. Norte
3766,Honda,fit,2011,1.5 Ex Mt 120cv,93000,275000,5.0,hatchback,Capital Federal
3767,Ford,focus_iii,2015,1.6 S,45000,408000,5.0,hatchback,Capital Federal
3768,Volkswagen,gol_trend,2013,1.6 Pack Ii 101cv,68000,230000,5.0,hatchback,Mendoza
3769,Volkswagen,saveiro,2014,1.6 Gp Ce 101cv Safety,37000,265000,2.0,pick_up,Bs.as. G.b.a. Sur
3770,Volkswagen,suran,2012,1.6 Trendline 11b,98000,240000,5.0,minivan,Bs.as. G.b.a. Oeste
3771,Volkswagen,saveiro,2013,1.6 Ce Pack Elect.+ Llantas Acero,89000,265000,2.0,pick_up,Bs.as. G.b.a. Oeste
3772,Volkswagen,bora,2011,2.0 Trendline 115cv,133000,200000,4.0,sedan,Bs.as. G.b.a. Norte
3773,Volkswagen,gol_trend,2015,1.6 Pack I 101cv,60000,285000,5.0,hatchback,Bs.as. G.b.a. Oeste
3774,Ford,focus_ii,2012,2.0 Ghia Mt,90000,279000,5.0,hatchback,Capital Federal
3775,Honda,civic,2013,1.8 Exs Mt 140cv,65000,425000,4.0,sedan,Bs.as. G.b.a. Sur
3776,Volkswagen,suran,2011,1.6 Comfortline 101cv 11a,83000,195000,5.0,minivan,Bs.as. G.b.a. Norte
3777,Volkswagen,gol_trend,2014,1.6 Pack Iii 101cv,73000,260000,5.0,hatchback,Capital Federal
3778,Volkswagen,saveiro,2014,1.6 Gp Cs 101cv Aa+hd+safety,70000,275000,2.0,pick_up,Mendoza
3779,Honda,city,2012,1.5 Lx Mt 120cv,120000,250000,4.0,sedan,Córdoba
3780,Ford,focus_ii,2012,2.0 Trend,70000,259000,5.0,hatchback,Capital Federal
3781,Volkswagen,amarok,2014,2.0 Cd Tdi 140cv 4x2 Startline,104000,520000,4.0,pick_up,Salta
3782,Volkswagen,saveiro,2014,1.6 Gp Cs 101cv Safety,36000,270000,2.0,pick_up,Neuquén
3783,Volkswagen,gol_trend,2013,1.6 Pack I Ll 101cv,73000,175000,5.0,hatchback,Tucumán
3784,Ford,ecosport,2012,2.0 My10 Xls 4x2,65000,265000,5.0,suv,Bs.as. G.b.a. Sur
3785,Volkswagen,bora,2011,1.8 Highline T Tiptronic Cuero,127000,287000,4.0,sedan,Bs.as. G.b.a. Oeste
3786,Volkswagen,golf,2015,1.4 Comfortline Tsi Dsg,43000,478000,5.0,hatchback,Capital Federal
3787,Ford,kuga,2012,2.5 Trend Mt 4x4 (ku01/ku04),90000,360000,5.0,suv,Buenos Aires Interior
3788,Volkswagen,passat,2013,1.8 Confort Tsi 160cv,108300,410000,4.0,sedan,Córdoba
3789,Ford,ranger,2016,3.2 Cd 4x4 Limited Tdci 200cv At,29000,1090000,4.0,pick_up,Bs.as. G.b.a. Norte
3790,Volkswagen,fox,2013,1.6 Trendline,62000,245000,5.0,hatchback,Bs.as. G.b.a. Norte
3791,Volkswagen,tiguan,2011,2.0 Sport & Style Tsi 200cv Tiptronic,70500,365000,5.0,suv,Bs.as. G.b.a. Sur
3792,Ford,fiesta_kinetic_design,2014,1.6 Se Plus 120cv,86000,340000,5.0,hatchback,Bs.as. G.b.a. Sur
3793,Volkswagen,amarok,2013,2.0 Cd Tdi 140cv 4x4 Startline,90000,550000,4.0,pick_up,Bs.as. G.b.a. Norte
3794,Volkswagen,amarok,2016,2.0 Cd Tdi 140cv 4x2 Startline,40000,670000,4.0,pick_up,Bs.as. G.b.a. Sur
3795,Volkswagen,vento,2016,2.0 Advance 115cv Summer Package,65000,450000,4.0,sedan,Capital Federal
3796,Ford,mondeo,2018,2.0 Titanium Ecoboost At 240cv,11000,1045000,4.0,sedan,Bs.as. G.b.a. Norte
3797,Ford,ecosport,2015,1.6 Freestyle 110cv 4x2,65000,350000,5.0,suv,Neuquén
3798,Volkswagen,up!,2017,1.0 Take Up! Aa 75cv,8273,300000,3.0,hatchback,Salta
3799,Volkswagen,bora,2013,1.9 Trendline I 100cv,65000,280000,4.0,sedan,Bs.as. G.b.a. Sur
3800,Volkswagen,bora,2013,1.8 Highline T Tiptronic Cuero,123000,320000,4.0,sedan,Bs.as. Costa Atlántica
3801,Volkswagen,golf,2012,2.0 Vi Gti Tsi 211cv Dsg,52000,590000,5.0,hatchback,Capital Federal
3802,Ford,fiesta_kinetic_design,2011,1.6 Design 120cv Titanium,108000,225000,5.0,hatchback,Capital Federal
3803,Volkswagen,vento,2011,2.0 Sportline Tsi 200cv,84700,420000,4.0,sedan,Buenos Aires Interior
3804,Volkswagen,voyage,2016,1.6 Trenline 101cv,15000,240000,4.0,sedan,Bs.as. G.b.a. Sur
3805,Ford,fiesta_kinetic_design,2011,1.6 Design 120cv Titanium,130000,260000,5.0,hatchback,Buenos Aires Interior
3806,Ford,focus_iii,2014,1.6 S,82000,370000,5.0,hatchback,Córdoba
3807,Honda,fit,2011,1.4 Lx-l Mt 100cv,74300,278000,5.0,hatchback,Bs.as. G.b.a. Norte
3808,Ford,focus_ii,2012,2.0 Ghia Mt,75000,255000,5.0,hatchback,Bs.as. G.b.a. Sur
3809,Ford,focus_iii,2014,2.0 Titanium Mt,70000,480000,5.0,hatchback,Río Negro
3810,Ford,ecosport,2011,1.6 My10 Xl Plus Mp3 4x2,111111,200000,5.0,suv,Córdoba
3811,Ford,focus_iii,2013,2.0 Sedan Se Plus At6,67000,355000,4.0,sedan,Bs.as. G.b.a. Sur
3812,Ford,ka,2012,1.0 Fly Viral 63cv,71000,145000,3.0,hatchback,Neuquén
3813,Ford,fiesta_kinetic_design,2013,1.6 Design 120cv Titanium,93000,300000,5.0,hatchback,Santa Fe
3814,Ford,ecosport,2013,1.6 Se 110cv 4x2,90000,350000,5.0,suv,Mendoza
3815,Ford,ka,2012,1.6 Fly Viral 95cv,111000,145000,3.0,hatchback,Córdoba
3816,Volkswagen,vento,2012,2.0 Sportline Tsi 200cv Dgs,95000,389000,4.0,sedan,Capital Federal
3817,Volkswagen,suran,2014,1.6 Trendline 11b,56000,240000,5.0,minivan,Córdoba
3818,Honda,city,2013,1.5 Ex-l At 120cv,45000,315000,4.0,sedan,Capital Federal
3819,Ford,focus_ii,2011,2.0 Exe Sedan Trend,105000,210000,4.0,sedan,Bs.as. G.b.a. Sur
3820,Volkswagen,voyage,2013,1.6 Comfortline 101cv Abcp Abs,98000,165000,4.0,sedan,Capital Federal
3821,Ford,ecosport,2015,1.6 Titanium 110cv 4x2,60000,430000,5.0,suv,Capital Federal
3822,Volkswagen,amarok,2014,2.0 Cd Tdi 4x2 Highline Pack At C34,130000,580000,4.0,pick_up,Buenos Aires Interior
3823,Ford,focus_ii,2011,2.0 Exe Sedan Trend,142000,220000,4.0,sedan,Chaco
3824,Ford,ecosport,2014,1.5 Se Tdci 90cv 4x2,81755,360000,5.0,suv,Bs.as. G.b.a. Oeste
3825,Ford,ranger,2015,3.2 Cd 4x4 Limited Tdci 200cv At,95000,850000,4.0,pick_up,Bs.as. G.b.a. Oeste
3826,Volkswagen,vento,2012,2.5 Luxury 170cv,115000,360000,4.0,sedan,Córdoba
3827,Ford,ecosport,2012,1.6 My10 Xl Plus Mp3 4x2,73000,227900,5.0,suv,Capital Federal
3828,Volkswagen,suran,2016,1.6 Comfortline 101cv,50200,275000,5.0,minivan,Bs.as. G.b.a. Norte
3829,Volkswagen,amarok,2013,2.0 Cd Tdi 180cv 4x4 Trendline B34,155000,590000,4.0,pick_up,Bs.as. G.b.a. Norte
3830,Ford,focus_iii,2015,2.0 Sedan Se Plus Mt,68000,505000,4.0,sedan,Mendoza
3831,Volkswagen,passat,2015,1.8 Confort Tsi 160cv,85000,445000,4.0,sedan,Bs.as. G.b.a. Norte
3832,Ford,focus_ii,2011,1.6 Trend Sigma,92000,230000,5.0,hatchback,Bs.as. G.b.a. Oeste
3833,Ford,focus_iii,2014,2.0 Se Plus Mt,60000,420000,5.0,hatchback,Bs.as. G.b.a. Sur
3834,Ford,ecosport,2013,1.6 Se 110cv 4x2,55000,360000,5.0,suv,Bs.as. G.b.a. Oeste
3835,Volkswagen,bora,2013,2.0 Trendline 115cv,76000,240000,4.0,sedan,Bs.as. G.b.a. Norte
3836,Volkswagen,suran,2013,1.6 Comfortline 101cv,80000,219999,5.0,minivan,Bs.as. G.b.a. Oeste
3837,Ford,ecosport,2011,1.6 My10 Xls Plus 4x2,120000,190000,5.0,suv,Bs.as. G.b.a. Norte
3838,Ford,focus_ii,2011,1.6 Style Sigma,125000,240000,5.0,hatchback,Entre Ríos
3839,Honda,fit,2011,1.4 Lx-l Mt 100cv,77000,245000,5.0,hatchback,Córdoba
3840,Ford,focus_iii,2016,2.0 Se Plus Mt,24000,535000,5.0,hatchback,Capital Federal
3841,Volkswagen,amarok,2015,2.0 Cd Tdi 180cv 4x4 Highline C34,78000,718000,4.0,pick_up,Bs.as. G.b.a. Norte
3842,Ford,focus_iii,2014,1.6 S,92000,330000,5.0,hatchback,Capital Federal
3843,Volkswagen,fox,2012,1.6 Comfortline,140000,210000,5.0,hatchback,Mendoza
3844,Ford,ka,2013,1.0 Fly Viral 63cv,54000,185000,3.0,hatchback,Bs.as. G.b.a. Sur
3845,Honda,city,2012,1.5 Ex-l At 120cv,100000,270000,4.0,sedan,Bs.as. G.b.a. Sur
3846,Volkswagen,gol_trend,2015,1.6 Pack I 101cv 3p,40000,245000,3.0,hatchback,Bs.as. G.b.a. Oeste
3847,Ford,ranger,2012,3.2 Cd 4x4 Limited Tdci 200cv At,175000,660000,4.0,pick_up,Santa Fe
3848,Volkswagen,bora,2012,2.0 Trendline 115cv,82000,260000,4.0,sedan,Bs.as. G.b.a. Sur
3849,Volkswagen,vento,2011,2.5 Advance Tiptronic 170cv,100000,315000,4.0,sedan,Capital Federal
3850,Ford,ecosport,2012,2.0 My10 Xls 4x2,51000,290000,5.0,suv,Bs.as. G.b.a. Norte
3851,Volkswagen,suran,2012,1.6 Highline 11d Cuero,88000,220000,5.0,minivan,Santa Fe
3852,Ford,ranger,2014,3.2 Cd 4x2 Xlt Tdci 200cv,124000,570000,4.0,pick_up,Bs.as. G.b.a. Oeste
3853,Ford,focus_iii,2016,1.6 Sedan S,33300,395000,4.0,sedan,Buenos Aires Interior
3854,Honda,civic,2014,1.8 Exs Mt 140cv,58766,454000,4.0,sedan,Capital Federal
3855,Ford,fiesta_kinetic_design,2011,1.6 Design 120cv Titanium,79000,242000,5.0,hatchback,Córdoba
3856,Ford,ecosport,2013,1.6 Se 110cv 4x2,90100,380000,5.0,suv,Córdoba
3857,Volkswagen,suran,2017,1.6 Trendline,9930,329000,5.0,minivan,Capital Federal
3858,Volkswagen,gol_trend,2012,1.6 Pack I 101cv,99000,210000,5.0,hatchback,Capital Federal
3859,Volkswagen,bora,2011,2.0 Trendline 115cv,85300,255000,4.0,sedan,Bs.as. G.b.a. Sur
3860,Ford,focus_iii,2016,2.0 Se,30000,519700,5.0,hatchback,Entre Ríos
3861,Volkswagen,golf,2015,1.6 Trendline,70000,350000,5.0,hatchback,Bs.as. G.b.a. Sur
3862,Ford,ecosport,2013,1.6 Se 110cv 4x2,34000,360000,5.0,suv,Bs.as. G.b.a. Oeste
3863,Ford,ecosport,2011,1.6 My10 Xls 4x2,120000,250000,5.0,suv,Mendoza
3864,Volkswagen,gol,2012,1.4 Power Ps+ac 83cv,71000,138000,5.0,hatchback,Capital Federal
3865,Volkswagen,fox,2013,1.6 Trendline,120700,290000,5.0,hatchback,Entre Ríos
3866,Mercedes Benz,clase_c,2012,1.8 C200 Avantgarde Cgi B.efficiency,75000,620000,4.0,sedan,Capital Federal
3867,Ford,ranger,2015,2.2 Cd 4x2 Xl Safety Tdci 125cv,32700,390000,2.0,pick_up,Bs.as. G.b.a. Sur
3868,Volkswagen,vento,2012,2.5 Luxury 170cv Tiptronic,78500,325000,4.0,sedan,Bs.as. G.b.a. Sur
3869,Ford,focus_ii,2011,2.0 Trend Plus,111000,220000,5.0,hatchback,Córdoba
3870,Ford,focus_iii,2014,2.0 Se Plus Mt,48000,385000,5.0,hatchback,Bs.as. Costa Atlántica
3871,Volkswagen,vento,2011,2.5 Luxury 170cv,57700,360000,4.0,sedan,Buenos Aires Interior
3872,Volkswagen,suran,2017,1.6 Comfortline 101cv,28761,350001,5.0,minivan,Capital Federal
3873,Ford,fiesta_kinetic_design,2016,1.6 Titanium 120cv,63000,355000,5.0,hatchback,Bs.as. G.b.a. Norte
3874,Volkswagen,bora,2011,2.0 Trendline 115cv,128000,230000,4.0,sedan,Bs.as. G.b.a. Norte
3875,Volkswagen,suran,2011,1.6 Highline 101cv 11c,110000,180000,5.0,minivan,Córdoba
3876,Ford,focus_iii,2017,1.6 S,9600,428000,5.0,hatchback,Córdoba
3877,Volkswagen,suran,2012,1.6 Imotion Highline 11c,114000,225000,5.0,minivan,Capital Federal
3878,Volkswagen,fox,2011,1.6 Confortline Pack,99000,180000,5.0,hatchback,Bs.as. G.b.a. Norte
3879,Honda,city,2011,1.5 Lx Mt 120cv,76000,219000,4.0,sedan,Bs.as. G.b.a. Norte
3880,Volkswagen,amarok,2015,2.0 Cd Tdi 4x2 Highline Pack C33,45000,648000,4.0,pick_up,Buenos Aires Interior
3881,Volkswagen,amarok,2018,2.0 Cd Tdi 140cv Trendline Llantas16,6500,780000,4.0,pick_up,Bs.as. G.b.a. Oeste
3882,Volkswagen,bora,2011,2.0 Trendline 115cv,90000,229000,4.0,sedan,Capital Federal
3883,Honda,civic,2012,1.8 Lxs Mt,64603,290000,4.0,sedan,Tucumán
3884,Ford,fiesta_kinetic_design,2014,1.6 Sedan Se 120cv,90000,240000,4.0,sedan,Bs.as. G.b.a. Sur
3885,Ford,fiesta_kinetic_design,2015,1.6 Sedan Titanium 120cv,64000,360000,4.0,sedan,Buenos Aires Interior
3886,Ford,fiesta_kinetic_design,2014,1.6 Se Powershift 120cv,90000,340000,5.0,hatchback,Río Negro
3887,Ford,focus_iii,2013,2.0 Titanium At6,46000,410000,5.0,hatchback,Capital Federal
3888,Volkswagen,vento,2014,2.0 Sportline Tsi 200cv,57000,569000,4.0,sedan,Santa Fe
3889,Volkswagen,gol,2012,1.4 Power Ps+ac 83cv,51200,165000,5.0,hatchback,Bs.as. G.b.a. Sur
3890,Volkswagen,vento,2014,2.5 Advance Plus 170cv,75000,295000,4.0,sedan,Bs.as. Costa Atlántica
3891,Volkswagen,amarok,2015,2.0 Cd Tdi 4x2 Highline Pack C33,45000,620000,4.0,pick_up,Entre Ríos
3892,Volkswagen,vento,2014,2.5 Luxury 170cv,63000,365000,4.0,sedan,Bs.as. G.b.a. Sur
3893,Ford,ranger,2011,3.0 Cd Xl Plus 4x4,82000,425000,2.0,pick_up,Bs.as. G.b.a. Sur
3894,Volkswagen,suran,2013,1.6 Highline 101cv,118000,250000,5.0,minivan,Bs.as. G.b.a. Oeste
3895,Volkswagen,fox,2012,1.6 Comfortline Pack,73000,195000,5.0,hatchback,Bs.as. G.b.a. Sur
3896,Ford,focus_iii,2017,1.6 Sedan S,26000,359000,4.0,sedan,Capital Federal
3897,Ford,ecosport,2013,1.6 Freestyle 110cv 4x2,66000,290000,5.0,suv,Corrientes
3898,Ford,ecosport,2014,1.6 Titanium 110cv 4x2,31000,410000,5.0,suv,Córdoba
3899,Ford,ecosport,2012,1.6 My10 Xls 4x2,130000,239000,5.0,suv,Bs.as. G.b.a. Norte
3900,Ford,fiesta_kinetic_design,2014,1.6 S Plus 120cv,76000,250000,5.0,hatchback,Córdoba
3901,Volkswagen,gol,2011,1.4 Power 83cv,89000,130000,3.0,hatchback,Bs.as. G.b.a. Sur
3902,Volkswagen,gol_trend,2013,1.6 Pack Iii 101cv,85000,195000,5.0,hatchback,Buenos Aires Interior
3903,Ford,fiesta_kinetic_design,2014,1.6 Sedan S Plus 120cv,72000,279000,4.0,sedan,Buenos Aires Interior
3904,Volkswagen,bora,2011,2.0 Trendline 115cv,150000,265000,4.0,sedan,Bs.as. G.b.a. Sur
3905,Volkswagen,amarok,2013,2.0 Cd Tdi 180cv 4x2 Highline C33,57000,695000,4.0,pick_up,Córdoba
3906,Ford,ecosport,2013,1.6 Titanium 110cv 4x2,80000,355000,5.0,suv,Bs.as. G.b.a. Oeste
3907,Ford,ka,2013,1.0 Fly 63cv,54000,185000,3.0,hatchback,Bs.as. G.b.a. Sur
3908,Honda,city,2012,1.5 Lx Mt 120cv,94000,240000,4.0,sedan,Bs.as. G.b.a. Sur
3909,Volkswagen,gol,2012,1.4 Power 83cv,91000,140000,3.0,hatchback,Buenos Aires Interior
3910,Volkswagen,suran,2013,1.6 Comfortline 101cv Ab,90000,230000,5.0,minivan,Bs.as. G.b.a. Oeste
3911,Ford,fiesta_kinetic_design,2012,1.6 Design 120cv Titanium,79000,265000,5.0,hatchback,Bs.as. G.b.a. Norte
3912,Volkswagen,amarok,2012,2.0 Cd Tdi 163cv 4x2 Trendline 2t2,200000,395000,4.0,pick_up,Bs.as. G.b.a. Sur
3913,Volkswagen,vento,2015,2.5 Luxury 170cv,88000,490000,4.0,sedan,Capital Federal
3914,Volkswagen,suran,2011,1.6 Comfortline 101cv 11a,140000,180000,5.0,minivan,Bs.as. Costa Atlántica
3915,Ford,ecosport,2012,1.6 My10 Xls 4x2,96000,250000,5.0,suv,Córdoba
3916,Ford,ecosport,2013,1.6 Titanium 110cv 4x2,77000,310000,5.0,suv,Bs.as. G.b.a. Norte
3917,Mercedes Benz,clase_c,2011,1.8 C250 Coupe Sport B.efficiency At,130000,20000,4.0,sedan,Chaco
3918,Volkswagen,amarok,2011,2.0 Cd Tdi 4x2 Highline Cuero Hc2,166000,455000,4.0,pick_up,Córdoba
3919,Volkswagen,passat,2012,2.0 Luxury Tsi 211cv Dsg,64000,425000,4.0,sedan,Capital Federal
3920,Volkswagen,crossfox,2012,1.6 Comfortline,42000,220000,5.0,hatchback,Bs.as. G.b.a. Oeste
3921,Volkswagen,amarok,2014,2.0 Cd Tdi 180cv 4x4 Trendline At,150000,725000,4.0,pick_up,Bs.as. G.b.a. Norte
3922,Volkswagen,vento,2011,2.5 Luxury Tiptronic 170cv,140000,370000,4.0,sedan,Bs.as. G.b.a. Oeste
3923,Volkswagen,suran,2014,1.6 Trendline 11b,76000,269900,5.0,minivan,Capital Federal
3924,Volkswagen,gol,2011,1.4 Power Ps+ac 83cv,85000,150000,5.0,hatchback,Bs.as. G.b.a. Oeste
3925,Volkswagen,bora,2013,2.0 Trendline 115cv,104000,295000,4.0,sedan,Buenos Aires Interior
3926,Volkswagen,saveiro,2014,1.6 Gp Ce 101cv Safety + Pack High,63600,255000,2.0,pick_up,Bs.as. G.b.a. Sur
3927,Volkswagen,gol,2013,1.4 Power Ps+ac 83cv,80000,138000,5.0,hatchback,Bs.as. G.b.a. Norte
3928,Volkswagen,gol,2011,1.4 Power Ps+ac 83cv,118000,130000,5.0,hatchback,Bs.as. G.b.a. Sur
3929,Volkswagen,fox,2016,1.6 Trendline,60000,310000,5.0,hatchback,Bs.as. G.b.a. Norte
3930,Ford,fiesta_kinetic_design,2013,1.6 S 120cv,82000,300000,5.0,hatchback,Mendoza
3931,Volkswagen,fox,2012,1.6 Comfortline,107000,200000,5.0,hatchback,Bs.as. G.b.a. Sur
3932,Volkswagen,passat,2012,1.8 Confort Tsi 160cv,80000,345000,4.0,sedan,Capital Federal
3933,Volkswagen,suran,2015,1.6 Comfortline 101cv Ab,63000,325000,5.0,minivan,Buenos Aires Interior
3934,Honda,fit,2012,1.4 Lx-l Mt 100cv l12,98000,250000,5.0,hatchback,Tierra Del Fuego
3935,Volkswagen,fox,2014,1.6 Comfortline Pack Saf,80000,220000,5.0,hatchback,Bs.as. G.b.a. Sur
